,label_bert,text,true_label
386,1.0,@nicolasputsch @G_BRIFFAUD Il y a donc personne pour dénoncer tout ça ! Macron va nous plumer encore beaucoup plus… https://t.co/839wUubrof,1
387,1.0,@BFMTV Pourtant il aurait toute les qualités d'un bon performeur l'idéal pour macron.,1
388,1.0,"Voilà. Ca continue, il n'y a pas de raison, puisque ça marche et qu'on en entend juste parler et hop, ça disparaît… https://t.co/t9Ty1Z3XfF",1
389,1.0,"@costa_angela06 @Mediavenir Merci Macron, Merci l'UE, Merci Biden.",1
390,1.0,"« La droite doit choisir : une alternative ""bout de ficelle"" du RN qui n'a plus de cohérence ou miser sur le statut… https://t.co/BrZ4aq17oP",1
391,1.0,COMPTE TENU DE LA RÉACTIVITÉ DE ⁦@ChJacob77⁩ ET DU #BUREAULR ON PEUT PENSER QUE BEAUCOUP SE SENTIRONT LIBRES DE LEU… https://t.co/Z4sdePMHF3,1
392,1.0,Plus godillot qu'elle tu meurs mais on vois bien que la stratégie de papa macron reste la même : nous mettre des dé… https://t.co/B0gGOZWC5Q,1
393,1.0,"@ArmelePortelli @EmmanuelMacron En 2023 doublement de la dette et la misère des Français, Macron double tout le mauvais pas le bon",1
394,1.0,@Carene1984 Si on calcule 1 point de + rien que sur les 600 milliards du'quoi qu'il en coûte'à Macron c'est donc 6M… https://t.co/IQSrV7iNPO,1
395,1.0,"@BCazeneuve 2) Le vote utile, j'en avais pas envie mais comme bcp de gens de gauche je voulais faire barrage à Macr… https://t.co/QJWZepkQkj",1
396,1.0,et @J_Denormandie qui ne veut rien savoir. et oui l’écologie sous macron ça n'existe pas https://t.co/OP9aBNskUr,1
397,1.0,"@tvlofficiel @pierrejovanovic Macron, ou ""Le grand Baratineur"", comme il m'arrive de l'appeler",1
398,1.0,"@EPhilippe_LH à encore dit à Angers qu'il apportait son soutien total au Président Emmanuel Macron
Quand cesserez-v… https://t.co/BRE8eEOEri",1
399,1.0,@F_Desouche Étonnant !!!Richesse pour la France selon les deux décérébrés Macron et Melanchon,1
400,1.0,@franceinfo Et celui de Macron elle l'a encaissé ?,1
401,1.0,Brigitte Macron : ce rituel hebdomadaire qui va durer cinq ans de plus https://t.co/SnMbjD8uKT via @closerfr,1
402,1.0,@MarionVanR Vous êtes très éloignée des aspirations des gens de gauche! Le projet de Macron est dévastateur et face… https://t.co/80yeY4KNdl,0
403,1.0,"@Nadia21971566 @laurentwauquiez Donc non, ni Macron, ni MLP. Et de toute façon Macron ne finira pas son mandat tran… https://t.co/0Z4qLxlm9C",1
404,1.0,"@BlemontD Oula il ne manque plus que appartenance raciale , religion et si homo, hétéro, lgbt… ça sera plus simple… https://t.co/11elJxZrru",1
405,1.0,@Mediavenir Nous ne voulons pas la guerre que macron se batte tout seul. Les Français ne veulent pas la guerre.,1
406,1.0,@Iliess_OPP @Nirinine Et dou je connais pas de discours de préventions ? J'ai fait un peu de prévention des risques… https://t.co/bELNCmTzF5,0
407,1.0,"Pour rappel, à 65 ans, l'âge auquel Macron veut nous faire partir à la retraite, 30% des 5% les plus pauvres sont d… https://t.co/0NKxeBivRS",0
408,1.0,"@NicolasFabry6 @v_joron évidemment vu qu'ils ont mis des incapables à la tete de chaque ministère ils sont ""obligés… https://t.co/0NguyzEcho",0
409,1.0,@chevaliernoir01 Ils sont complices de macron,1
410,1.0,@trecitais @faureolivier Lol non c’est Macron qui pourrit la vie des citoyens avec son gouvernement de voyous. Pas… https://t.co/WSnhCqKDmk,0
411,1.0,@fhollande @franceinfo Et vous vous avez été incapable de vous représenter devant la candidature de votre fils spir… https://t.co/A9YZk1rud6,0
412,1.0,"@francoiskalfon Je suis une modeste citoyenne retraitée et j'avais tjrs voté PS mais après hollande terminé, le PS… https://t.co/4An97ByD07",0
413,1.0,"@Nkurunz66459054 @AldoSterone111 Macron n'est pas assez ouvert ni intelligent, pour ça.",0
414,1.0,"@Nadia21971566 @laurentwauquiez MLP n'a ni les épaules ni la carrure pour diriger un pays, si elle c'est sentie off… https://t.co/rizx93vNkd",1
415,1.0,"@francoisedegois @SudRadio #Macron, le ""maître des horloges"", n'a jamais été que la trotteuse du chronomètre, perdue dans l'instant",0
416,1.0,"Déclaration conjointe du Président Emmanuel Macron et du Premier ministre de l'Inde, Narendra Modi | Élysée. https://t.co/MXlXPBFtC7",1
417,1.0,"@BigKhulann @yata25000 @Clemence_Guette Bien sûr que si, c'est pensable.
Il n'y bien qu'à la LFI qu'on peut avoir l… https://t.co/LCHo8K7SKD",1
418,1.0,@L1BERTE_S @MartineAubry @faureolivier @partisocialiste @FranceInsoumise Va avec Macron c'est super et viens pleurer ensuite !,1
419,1.0,Macron faut le forcer a fuir le pays clairement,1
420,1.0,"@Fakir_ Munich c'est Daladier le fossoyeur du front populaire, l'occupation allemande ce sont les défaitistes pétai… https://t.co/0KrtzjozUS",1
421,1.0,@NamiasRobert J'aurai dis 6 mai 2012 mais bon ça suce du macron.,1
422,1.0,Oui il est important pour la gauche de former une opposition forte à Macron. Il est cependant impensable qu'elle ac… https://t.co/BocACJzi02,1
423,1.0,@Nico_BY Tout le monde déteste #Macron.,1
424,1.0,"@DominiqueJouin Si c'est pour dire des conneries , vaut mieux pas !Essaye plutôt de savoir où sont les millions de… https://t.co/JiIxSvoNA7",1
425,1.0,"@maillard_ma @mark25370025 @FranceInsoumise Si tu fais le même calcul avec la proposition de #Macron, c'est pas 65 ans mais 67 ans !....",1
426,1.0,@platon38900187 Macron est 1 ramasse-ordures: il doit avoir un accord avec certains pays non pas pr renvoyer leurs… https://t.co/W0PgMPkz5Y,1
427,1.0,@alexiscorbiere @RachidTemal Vous scrutez la moindre parole de Macron pour en détourner le sens et y voir des preuv… https://t.co/wmGJxDe1xO,0
428,1.0,"Sarkozy plus grand mafieux que ce pays ai connu 💀 
Il a provoqué la fuite de cadres LR chez Macron puis maintenant… https://t.co/mJbPfYjw3W",1
429,1.0,@LePoint pas de suspens ce sera un parvenu  et un menteur conditions pour être dans la politique de merde de petit chef macron,0
430,1.0,"@J_assumeTout @Funkymofow La 1ère  défaite du poudré!
ça peut faire du 210 députés 1er (9 élus sur 10) + 93 élus (1… https://t.co/R6UVeWoSUh",0
431,1.0,"@faureolivier Si seulement le PS avait ce discourt depuis 7 ans, on en serait pas là. Merci Olivier, Macron doit pa… https://t.co/tSMljFDhju",1
432,1.0,"@PMLODZINSKI @joseser58 @DIVIZIO1 Ce qui prouve que votre cerveau est vide, montrez moi la vidéo ou Mélenchon dit ""votez macron"" !!!",0
433,1.0,"@TaupiG_ Niveau confusion ton tweet fait fort.

1 - Macron n’a pas été condamné pour son inaction climatique, c’est… https://t.co/7WLkgVrbld",1
434,1.0,@dupontaignan Vous êtes meilleur que Macron (pas compliqué),1
435,1.0,"🇫🇷😁INVACCINABLE 
Hoho y'a quelqu'un??
La présidence française de l'EU sous Macron se fait remarquer par son absence… https://t.co/zKgi0RiINQ",1
436,1.0,"@Francois_Cherix Vu ce qu'il reste du PS, de toutes façons c'est pas très grave. Ceux qui y avaient plus de 2 neuro… https://t.co/qq2i5zVDlU",1
437,1.0,Malheureusement bien d’accord avec ça. Certaines décisions sont incompréhensibles sur le terrain. Mais bon on va se… https://t.co/UW82kHUNAy,1
438,1.0,@sandrousseau Non c'est pas que vous..le kéké macron  est un menteur né il peut pas s'empêcher de débiter des menso… https://t.co/vZGKaCBKmt,0
439,1.0,@latulipe_A @FrDesouche Elle a voté Macron la vieille en question ? Je ne veux plus entendre les gens qui n'ont pas… https://t.co/f5HVr0tAFA,1
440,1.0,@Sinogara_Smash @centriste33 @2022Elections @Cluster_17 Et surtout le programme NUPES est plus juste. Fini les inég… https://t.co/MMtX7MPHFI,1
441,1.0,@Sheherazade111 Ça t'étonne  tu sais qui baise l'autre entre Brigitte et Macron,0
442,1.0,"@f_philippot @No94559907 Les français ont votés contre Macron mais la fraude électorale a voté Macron .
Mlp n'a pas… https://t.co/jcVhNHONV4",1
443,1.0,"@Fa8447 @UPR_Asselineau Simplement des pays « progressistes » entre les mains des démoniaques Mckinsey,  Klaus Schw… https://t.co/nPD9r9xO4k",1
444,1.0,"Avec seulement 58 circos, Horizon n'ira pas loin ! Quant à Terre de Progrès, la jambe gauche de Macron et qui fait… https://t.co/YO95e0UcS2",0
445,1.0,"@dupontaignan Les français ont votés contre Macron mais la fraude électorale a voté Macron .
Mlp n'a pas contesté e… https://t.co/g456WrmvJD",1
446,1.0,"Voter #Macron et ses candidats cachés (Horizon, Territoires de progrès, Agir), ce sera en vérité voter pour l'extrê… https://t.co/KxPCfnB3G8",1
447,1.0,@ADMDPARIS09 @linerenaud @ADMDFRANCE Oui meurt tranquille et ne nous emmerde plus avec ton https://t.co/ydz780dce7… https://t.co/kHxCVLcUlP,1
448,1.0,@pcanfin Va rejoindre #macron tu seras sa conscience écologique et de gauche,0
449,1.0,"A-t-on une assurance que #Macron ne gouverne pas avec l'extrême droite ? @enmarchefr
Aucune, on peut même assurer q… https://t.co/ZoAFMHP569",0
450,1.0,"@Regards_fr Merci @JLMelenchon d’avoir porté le flambeau de la gauche, c’est de la braise et du souffle du vent que… https://t.co/FSIBlbIzHS",1
451,1.0,"EN DIRECT - #Législatives2022 : #Darmanin y va, #DupontMoretti renonce https://t.co/cUggT1L3Jz https://t.co/JyfCWyKzPG",1
452,1.0,"Re élection de Macron,  Mid-terms aux USA, Union des droites, Gaz, Euro ... https://t.co/j6Y6M3G3q6 via @YouTube",1
453,1.0,"@Elise_000 Au premier tour des présidentielles, il n'y avait pas que Le Pen. Nous sommes au premier tour des législatives pour l'instant.",1
454,1.0,"A compter de ce jour, sans PASS SANITAIRE, il est interdit de remercier Marine Le Pen entre 03 heures 56 et 02 heures 30 .",0
455,1.0,@Le_Figaro qu’il redescende un peu de son pied d’estale le petit Jordan bardella à part critiquer et raconter des m… https://t.co/0wv63i5yaw,1
456,1.0,@aurelferenczi @LabadieLePacte @hpeysson @celeriremoulade c'est 60 ans à condition d'avoir 40 annuités cher Aurélie… https://t.co/Fq09yymK3Z,0
457,1.0,@Pascal_Guiot @laprovence Non c est pas son camp.non Melenchon ce n est pas son camp. C est un extrémiste  populist… https://t.co/WovMBQvaa5,0
458,1.0,"« Jean-Luc Mélenchon jette la rancune à la rivière et négocie avec les autres partis. Manifestement, Marine Le Pen… https://t.co/ew1hSwXWpA",0
459,1.0,"Macron les séniors 
Le Pen les quadras et quinquas
Melenchon les jeunes et trentenaires 
Vu comme ça c'est flippant… https://t.co/fwsXPnPd0y",1
460,1.0,"@Marcelo_1825 @MLP_officiel Sauf que ce n'est pas un match de championnat😜
Elle a tout à fait raison, il n'y a plus… https://t.co/kJdUU7fwJe",1
461,1.0,"@G3nyaa @T_Vdel Connasse mince le lgbt qui dit ""ça ne me regarde pas donc it's your not issue"" Mais quand ça vote m… https://t.co/hn7qrsq0vr",0
462,1.0,MARINE LE PEN EST NULLE 😆😆😆😆😆😆😆👎👎👎👎🤮🤮🤮 https://t.co/TKoZKFSSD7,0
463,1.0,C'est l'histoire de le grille pain qui tua Marine le pen et @HyppoNoe lui dit: arrête bordel de merde!,0
464,1.0,"LE PARTI DE RN EST UN PARTI DES TRAITRES QUI TRAHISSENT LA FRANCE LES FRANÇAIS LES ADHÉRENTS, MARINE GRANDE GUEULE… https://t.co/53N6TdWgb7",1
465,1.0,"@catheri93011473 Catherine malgré tout le respect que j'ai pour vous, Sarkozy a transmis une lettre de ministres à… https://t.co/3z6HTLnVXu",1
466,1.0,"Union de la gauche : PS - LFI - EELV - PCF, c'est presque fait, quel accord ?, par Cécile Vassas 
Et pourquoi pas a… https://t.co/ajkmFXfNPV",0
467,1.0,@agoguefrancois @mlebranchu Je ne sais pas le #Macronard ! Rappelle toi #Darmanin qui trouvait #LePen trop molle ! va te cacher va !,0
468,1.0,« Le Pen a une volonté de vengeance. Elle veut éradiquer #Reconquête et Éric Zemmour qui l'aurait humiliée. Une vol… https://t.co/CO7xZni1wM,1
469,1.0,"« Jean-Luc Mélenchon jette la rancune à la rivière et négocie avec les autres partis. Manifestement, Marine Le Pen… https://t.co/ykSsNSZpcK",0
470,1.0,"« Si le bloc national s'unit, on pourrait gagner entre 100 et 200 sièges. Sans accord, le RN va venir avec 15 déput… https://t.co/qO7Pu22cuM",1
471,1.0,"« Jean-Luc Mélenchon jette la rancune à la rivière et négocie avec les autres partis. Manifestement, Marine Le Pen… https://t.co/nyb8HKJppF",0
472,1.0,"« Si le bloc national s'unit, on pourrait gagner entre 100 et 200 sièges. Sans accord, le RN va venir avec 15 déput… https://t.co/jhMsDubMGM",1
473,1.0,Finalement pas si éloigné de Le Pen https://t.co/HiYG66TEGj,1
474,1.0,"&lt;b&gt;Marine Le Pen&lt;/b&gt; : sa soeur Marie-Caroline se lance un nouveau défi - Gala #LePen Parmi eux, la sœur aînée de &lt;… https://t.co/7pXZV0QDr5",1
475,1.0,"« Jean-Luc Mélenchon jette la rancune à la rivière et négocie avec les autres partis. Manifestement, Marine Le Pen… https://t.co/yn7PpB0XCA",0
476,1.0,"« Si le bloc national s'unit, on pourrait gagner entre 100 et 200 sièges. Sans accord, le RN va venir avec 15 déput… https://t.co/4CX9Lz1cPh",1
477,1.0,"@Mhdmhd6237 @patrice_leclerc @BCazeneuve Il faut revoir la définition de « populisme » 😉 
Marine le pen l’est, Melenchon non.",0
478,1.0,"La campagne immonde des RN contre Reconquête et Zemmour méritent une vraie réflexion. 
L’Union des droites se fera… https://t.co/fLfEhmRYr2",1
479,1.0,"@Foue08855086 @le_gorafi Oui mais je peux pas voter pour Marine le Pen, elle est team chats",1
480,1.0,"« Le Pen, qu'elle le veuille ou non, sera diabolisée toute sa vie. J'avais dit que ceux qui l'ont dédiabolisée pend… https://t.co/hd4ULJ1jZO",1
481,1.0,"« Éric Zemmour a dit que Le Pen avait l'air trop triomphant lorsqu'elle a parlé de ""victoire éclatante"". Il a égale… https://t.co/05KqScfvKW",1
482,1.0,"@SudRadio @GilbertCollard Ressenti la même chose, pas eue la force de rester jusqu au bout. Ennui.  Plus jamais Le… https://t.co/pS2iMHn8ev",0
483,1.0,"@RomainTeufert @Clem_Autain 40 annuités ""bien sûr"" !
On dirait du Le Pen dans le texte ! https://t.co/C5EdpWOBHb",1
484,1.0,"@CmoiLune @libe C'est mal de mentir et de caricaturer. Ou croirait lire du Le Pen ou du Trump, là.",0
485,1.0,"@bernathoustra Vous étiez prêt (m'a semblé) à voter LePen au second tour contre Macron, et là pour le #Nupse vous f… https://t.co/hCplTty5dC",1
486,1.0,"@ThomasBurgel @francescaventu5 Ce terme de ""gauche"" brandi par les Insoumis pour forcer la soumission ne veut plus… https://t.co/ORuk3kM6RQ",0
487,1.0,"@MLP_officiel Mme Lepen il faudrait se réveiller peut être, le melenchon prend toute la place",1
488,1.0,« Le Pen a une volonté de vengeance. Elle veut éradiquer #Reconquête et Éric Zemmour qui l'aurait humiliée. Une vol… https://t.co/3EXhRKuzig,1
489,1.0,quand un super démagogue arrivera à unir les électeurs de Marine Le Pen et de Melenchon il y aura de quoi s’inquiét… https://t.co/p2xCYzL4Bs,1
490,1.0,"Dans les 11 circonscriptions des Français de l'Etranger, Zemmour a fini devant Le Pen et Pécresse. Le vote utile à… https://t.co/cuykqoPTVi",1
491,1.0,@libreetheureux @brunobd11 @MaelLoret Non il est passé parce qu'il a imposé son point de vue et bafoué la liberté d… https://t.co/qzYsZNmfnu,0
492,1.0,Et voilà... les mêmes flous que les promesses de l'équipe Le Pen pour au final dire que ce qui compte ce sont les a… https://t.co/TKBNI167Wh,0
493,1.0,"@silphenix c tellement reloud, j'aurai voulu lui dire ""juste, bha pk t'as pas ete voté pour eviter lepen au moins ?… https://t.co/QqhifX5F7L",1
494,1.0,@pierrefroide Rachel Khan une femme remarquable pour les macronards. Celle qui fait des déjeuners au domaine de Mon… https://t.co/KayXA1N5Ji,1
495,1.0,"@UPR_Asselineau Comme chez Marine Le Pen, pas de frexit, on désobéit aux traités, mais si on désobéit à la patronne… https://t.co/O6LXKieN46",1
496,1.0,"@koudbote @chrislaine33 @CoDubost elle a remboursé les extras qu' elle a fait ,les autres qui ont volé et escroqué… https://t.co/UepWPiTpmn",0
497,1.0,@ruized78 @baugusteaura @Moniquelethene1 @decadence74 Le Pen est une éternelle looseuse soumise au poudré par le pognon !,1
498,1.0,"@Arthur_Polluce @ManonAubryFr Non, désobéir c'est pousser les Européens à modifier les traités. L'Europe libérale q… https://t.co/oJLi2cf46g",0
499,1.0,"@Jak_Stefani @SYmrielle Les présidentielles sont dures, personne n'a été épargné, les coups ont été donné des deux… https://t.co/sthPeJm7Id",0
500,1.0,"@RFI C'est déplorable c'est ce qui donne de la force aux propos de Marine le pen, c'est pas étonnant que l'on dise… https://t.co/aHS7mDfAB4",0
501,1.0,"@OwenWilkison @WXelka En vrai son souverainisme, c'est surtout pour pouvoir mettre en place une vraie politique de… https://t.co/gDlMFHDFGs",1
502,1.0,"@chevaliernoir01 Ce sera le cas !
Présidentielle Premier tour 2017 :
Le Pen 21%
Législatives 2017 :
Le Pen 8%
#ZemmourToujours",1
503,1.0,"@Simonnet2 La même technique que le Front National des LePen : Le mensonge !
FI et FN les deux faces de la même merde !",0
504,1.0,@latulipe_A @FrDesouche Elle a voté Macron la vieille en question ? Je ne veux plus entendre les gens qui n'ont pas… https://t.co/f5HVr0tAFA,1
505,1.0,@Moniquelethene1 @Ppsabb Elle avait déjà été reçue en secret à Matignon en 2018 pour parler de ses problèmes financ… https://t.co/UuhCN6TmL0,1
506,1.0,« Le Pen dit qu'elle est prête à une alliance aux législatives avec ceux qui ont appelé à battre Macron. Éric… https://t.co/XUAEh3q5yl,1
507,1.0,@HessMode Elle est d'un ridicule...elle va ou le vent l'emmène ou plutôt elle va où le buzz est présent!!! Son hist… https://t.co/xM0Wen3QK6,1
508,1.0,"@WXelka « À droite le patriote Éric Zemmour, à gauche la socialiste Marine Le Pen.

Abonnez-vous et donnez à notre… https://t.co/w20ei9B1XT",1
509,1.0,"#Nupes
SONDAGE EXCLUSIF. Mélenchon incarne le mieux l'opposition à Macron, devant Le Pen https://t.co/g6KJpmM6vH",0
510,1.0,"@PuybareauP Si les partis doivent ratisser large pour degager Le Pen de sa place d'eternelle 2e, on a pas enormemen… https://t.co/A3XutRGHLe",1
511,1.0,@BOURGARITCATHE1 @cophiladamtc @ian_glor @JourdanLise @DIVIZIO1 Mon fils tu te lèves de bonne heure pour être à ce… https://t.co/oCuvSblisG,1
512,1.0,"@Bornibulle @etienneliebig Arrêtez de parler de chasse médiatique, si vous me parliez de Marine Le Pen ou Mr Zemmou… https://t.co/MFMAQbrhCr",1
513,1.0,"Les amis ! Une question.
Marine le Pen a comme vrai prénom civil Marion.
Marine n'étant que son nom de baptême.
Est… https://t.co/Cu2DoCKmaZ",1
514,1.0,« Le Pen dit qu'elle est prête à une alliance aux législatives avec ceux qui ont appelé à battre Macron. Éric… https://t.co/6Js3bzN2pJ,1
515,1.0,"@nikola_horvath @laurentwauquiez Le barrage il est dans ta tête. Si ty as voté macron pour faire barrage à lepen, t… https://t.co/vUmu5hYv5Q",1
516,1.0,@zawol25 non mais par contre je critique les mecs de gauche qui allait voter Le Pen mais qui après avoir vu Melench… https://t.co/HHsu5RXN41,0
517,1.0,"1/4
Du bon sens antillais.. je sais où je vais partir!

🌴 Pourquoi les Antillais ont-ils voté pour Marine Le Pen au… https://t.co/NpvTrENhf7",1
518,1.0,@Se_Marmeladov @Reconquete_Actu Le coco arabe ? Encore une fois vous prouvez que le parti de zemmour et le pen est… https://t.co/5ygEgVHLcx,0
519,1.0,@Paul00000002 @grintahinho Je n'ai en revanche pas vu Éric Zemmour et marine le Pen se bouger pour nos défendre nos libertés. Petit constat,1
520,1.0,"@SauxClaudine Cette info ne m'étonnerait pas. Marine LE PEN est clairement gauchiasse,",1
521,1.0,"@cecilealduy QUANT VONT ILS  LAISSE LEUR  EGO DE COTE  POUR LA FRANCE🇫🇷🙏
SURTOUT M. LE PEN (complot familial)
QUE T… https://t.co/Kd5dlq1PDQ",1
522,1.0,"@DLF54officiel QUANT VONT ILS  LAISSE LEUR  EGO DE COTE  POUR LA FRANCE🇫🇷🙏
SURTOUT M. LE PEN (complot familial)
QUE… https://t.co/vKjrYw6qtR",1
523,1.0,@Panouille @JLMelenchon Jean Luc Melenchon est à la sociale démocratie ce que Marine Le Pen est à la bienveillance. Et vice versa,1
524,1.0,"Le SEUM des droitards liberaux sur les Media mainstreams, les politicards  de caniveau, les elephants du PS, et LRE… https://t.co/1TnmGKPiGV",0
525,1.0,"@Fabien_Roussel @franceinter Fabien, a un moment fermes la, t'es responsable d'une le pen au deuxième tour",1
526,1.0,"Si vous vouliez une preuve que Marine trompe les patriotes, qu'elle pense qu'à sa boutique financière, je vous invi… https://t.co/IkhYd66kN8",1
527,1.0,on a compris que vous votiez le pen vous le criez bien assez sur les toits de base 👍🏻 mais si c'était à refaire mêm… https://t.co/jaxJl9V1O9,1
528,1.0,"@ECiotti Ah merde ! c'etait pas ça le scenario à la base, ça devait être celui de marine le pen si elle gagnait les… https://t.co/V1SdFddhau",0
529,1.0,"Réfléchissez pas d'extrême Gauche avec Mélenchon pro-Poutine,  qui ne veut plus envoyer d'armes à l'Ukraine qui per… https://t.co/YMqBTHcHah",0
530,1.0,"@ClaireJardin1 J'ai voté zemmour au premier tour et lepen au second !!
Le Pen ne mérite pas mon vote ,moi le patrio… https://t.co/4azuHSxH2b",1
531,1.0,"What did you expect ?
Les Français veulent encore moins Mélenchon ou Le Pen Premier Ministre qu'une majorité pour M… https://t.co/vdCXZew9AB",1
532,1.0,"@pierrem56726646 @Lenamaddie18 Bien vu. Observateurs sont trop focalisés sur la haine
anti-Macron d'une frange bava… https://t.co/9cWOORoOCf",0
533,1.0,@ZeSportif @Nath75012 @Thomas54522793 Pas sûr que le pen soit hitler lol,0
534,1.0,"rappel sondage ifop ""analyse du vote selon les pratiques médias""

selon fréquence visionnage cnews, catégorie ""plus… https://t.co/NsZEKFCtow",1
535,1.0,Vous avouerez qu'il est quand même étrange de ne pas voir les mêmes 500 benêts s'offusquer de l'alliance D socialis… https://t.co/eFulJBTk7J,0
536,1.0,@OuFacho @Niplumalin @NaudinChristoph @Enthoven_R Enthoven a dit qu'il voterait Le Pen s'il était face à JLM hein on a pas oublié,1
537,1.0,« Le Pen a une volonté de vengeance. Elle veut éradiquer #Reconquête et Éric Zemmour qui l'aurait humiliée. Une vol… https://t.co/zltEnlIuuO,1
538,1.0,« Le Pen a une volonté de vengeance. Elle veut éradiquer #Reconquête et Éric #Zemmour qui l'aurait humiliée. Une vo… https://t.co/icWrDbM7Ln,1
539,1.0,"@franceinfo Les socialistes ont la mémoire courte, car combien de fois ont-ils dénoncé la soi-disant complaisance d… https://t.co/Po9j5nP34p",0
540,1.0,"@Mediapart Les socialistes ont la mémoire courte, car combien de fois ont-ils dénoncé la soi-disant complaisance de… https://t.co/UsvamqxeJF",0
541,1.0,"@lemondefr Les socialistes ont la mémoire courte, car combien de fois ont-ils dénoncé la soi-disant complaisance de… https://t.co/iS8h0qPNHA",0
542,1.0,DIRECT. Présidentielle : le Parlement européen veut recouvrer les sommes «indûment payées» à Le Pen… https://t.co/kqfOBP6BXE,1
543,1.0,@clubdelapresse @CaroleDelga @univpaulvalery @Occitanie Le Printemps fasciste prêt à voter Le Pen à 19h59...… https://t.co/0kGu0o7f2c,1
544,1.0,"@franceinfo Les socialistes ont la mémoire courte, car combien de fois ont-ils dénoncé la soi-disant complaisance d… https://t.co/3GGJh76A77",0
545,1.0,"@libe Les socialistes ont la mémoire courte, car combien de fois ont-ils dénoncé la soi-disant complaisance des res… https://t.co/gpmjUKvuyw",0
546,1.0,"@Amidarax @fdorval0 @nerdy_casti @TristanKamin ""je suis pas raciste j'ai juste une très bonne amie qui s'appelle Marine le pen""",1
547,1.0,"Bravo @BCazeneuve pour votre clairvoyance.
Le #PS qui sombre dans le magma islamo-gauchiste et indigéniste-woke de… https://t.co/X5aNA5FVF6",0
548,1.0,"@_Che_Phi_ @BHouillon @jnbarrot @bfmbusiness Non je n'ai pas peur, la mobilisation se fera au centre et chez les ge… https://t.co/EXte4yXDc4",0
549,1.0,@zawol25 J’ai pas voter Le Pen au premier tour mais à choisir entre Le Pen Zemmour Le Pen Macron ou Le Pen Melencho… https://t.co/jwlLqCDi9k,1
550,1.0,"@LEM94170 @EmmanuelMacron Au contraire, ça montrerait que les personnes n'ont pas voté pour son programme maïs contre le Pen.",0
551,1.0,@MartineAubry @partisocialiste @FranceInsoumise La honte lilloise dans toute sa splendeur !!! Duperie sur la retrai… https://t.co/y01bsfmRfg,1
552,1.0,"@Le_Figaro J'ai lu qu'il est en couple avec une LePen... Attention à force de bomber le torse, ça va éclater en plein visage..",1
553,1.0,Frédéric Durand : «Eric Zemmour est apparu comme le plus clivant de la droite nationale or c’est tout ce que redout… https://t.co/TiVwTM7bJ5,1
554,1.0,@demontvalon1 @JLMelenchon On est obligé de se taper tous les commentaires des gros droitards qui donnenteur avis s… https://t.co/iZstF1xRc9,1
555,1.0,"Evidemment la caricature est le propre des citations lapidaires dont sont friands les politiques, mais ça suppose :… https://t.co/quE2zkK3CQ",1
556,1.0,@francoisedegois C’est effrayant en effet. Impression que MELENCHON gêne bp + que LE PEN dorénavant !!,0
557,1.0,@MarionVanR Colombey les deux églises a voté le pen. La fille de jacque delors d’accord avec un parti qui veut désobéir à l’Europe.,0
558,1.0,@Kikilepatriote @SauxClaudine @MLP_officiel Tout à fait d’https://t.co/undzU1H4cQ y a des années que j’ai compris l… https://t.co/H8GxVoeRn7,1
559,1.0,"«Le Pen, qu'elle le veuille ou non, sera diabolisée toute sa vie. J'avais dit que ceux qui l'ont dédiabolisée penda… https://t.co/x8WMRs0tng",1
560,1.0,"@Butterfly29290 C'était dans son programme pour 2017

En 2022 tout est plus flou, dans le point 71 on trouve:
""Enga… https://t.co/lShmULWVrJ",0
561,1.0,"@claudebartolone Merci de balayer le plancher de vous même...
Ça nous évitera l'effort de vous virer comme ça !
La… https://t.co/RrBrAAwJrh",1
562,1.0,Le camp national ne gagnera que s'il trouve un candidat non diabolisé ou diabolisable: donc ni #MLP (ou tout Le Pen… https://t.co/27DNeqJeiM,1
563,1.0,"Vous avez des questions ? La Daronne a les réponses ! (Oui bon, c’est pas forcément les meilleurs conseils, mais el… https://t.co/vhFop6N3c2",1
564,1.0,#midinews Marine le Pen enfin une vraie droit sans ambiguïté est sans compromis.,1
565,1.0,@alexiscorbiere Sachez pauvre con que Cazeneuve a une qualité que vous Mélenchon et vôtre entourage n'avez pas c'es… https://t.co/3xnfO8XbKC,0
566,1.0,@LouiseCartier6 @FrDesouche Marine Le Pen avait une occasion historique de tendre la main au second tour à R! et de… https://t.co/pgQfNJUKbi,1
567,1.0,"« Le Pen, qu'elle le veuille ou non, sera diabolisée toute sa vie. J'avais dit que ceux qui l'ont dédiabolisée pend… https://t.co/gjvs8czXSo",1
568,1.0,Les bourgeois ont joué à se faire peur (pur théâtre) avec la quinzaine habituelle anti-Le Pen. Sauf que par rapport… https://t.co/cAa9eR8BxD,1
569,1.0,"@Francois_Ruffin Ah tiens le ptit pull est de sortie, quel homme du peuple 😂🤣
C'est sûr que toi, ton timonier et to… https://t.co/RpFPxlyMr8",1
570,1.0,"« Le Pen, qu'elle le veuille ou non, sera diabolisée toute sa vie. J'avais dit que ceux qui l'ont dédiabolisée pend… https://t.co/Kb8LhmpplB",1
571,1.0,« Le Pen a une volonté de vengeance. Elle veut éradiquer #Reconquête et Éric Zemmour qui l'aurait humiliée. Une vol… https://t.co/BfZTz2pWGX,1
572,1.0,"Fake news complete ! #correctif @KantarFR
C'est un baromètre sur la côte d'avenir des politiques rien à voir avec l… https://t.co/BHp5ofMRWc",1
